s_no,area_type,availability,location,size,society,total_sqft,bath,balcony,price
5201,Built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,Shestth,1550,2,2,79
5202,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670,1,1,35
5203,Super built-up  Area,19-Dec,Jakkur,2 BHK,Ceezey ,1483,2,1,98
5204,Super built-up  Area,Ready To Move,Basapura,3 BHK,Saavenc,1540,2,2,70
5205,Plot  Area,Ready To Move,Naganathapura,8 Bedroom,,1200,7,3,100
5206,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2,1,54.5
5207,Plot  Area,Ready To Move,OMBR Layout,3 Bedroom,,600,3,2,100
5208,Super built-up  Area,Ready To Move,Jayanagar,2 BHK,,1036,2,2,110
5209,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2,2,75
5210,Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Wiaysld,1230,2,1,58
5211,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1340,2,2,60
5212,Built-up  Area,Ready To Move,Yelenahalli,3 BHK,,1600,3,3,61.37
5213,Built-up  Area,18-Apr,Hegde Nagar,3 BHK,SoisoCa,2162,3,1,200
5214,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919,2,2,40
5215,Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,,1070,2,2,38.9
5216,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,UmrldDr,1733,2,3,85
5217,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3,3,72
5218,Super built-up  Area,Ready To Move,kanakapura main road,2 BHK,,1041,2,1,36.44
5219,Built-up  Area,Ready To Move,Ambalipura,4 BHK,SJodsed,2550,4,2,149
5220,Built-up  Area,Ready To Move,Shampura,3 BHK,,1400,3,1,70
5221,Plot  Area,Ready To Move,Anjanapura,1 Bedroom,,600,2,0,55
5222,Built-up  Area,Ready To Move,Nagarbhavi,1 BHK,MaentNa,710,2,2,40
5223,Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500,2,1,78.25
5224,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6,2,237
5225,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,3,3,175
5226,Plot  Area,Ready To Move,Brookefield,5 Bedroom,,2400,5,2,325
5227,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2,1,95
5228,Super built-up  Area,Ready To Move,Malleshwaram,7 BHK,,2425,7,3,140
5229,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2,1,55
5230,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1210,2,1,74
5231,Super built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2,1,40
5232,Plot  Area,Ready To Move,Nagaraja Garden,4 Bedroom,,1376,4,1,156
5233,Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161,2,1,55.15
5234,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2,2,44.17
5235,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2,2,105
5236,Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,,1200,2,1,65
5237,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1825,3,,175
5238,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Bhhmi L,1015,2,0,48
5239,Carpet  Area,Ready To Move,Mathikere,3 BHK,,1150,2,0,60
5240,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2,1,40
5241,Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,Sariana,1508,3,1,75
5242,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1275,2,1,87
5243,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Kaiew L,1460,3,1,70
5244,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,946,2,2,58
5245,Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Alows M,1110,2,2,58
5246,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3,1,125
5247,Super built-up  Area,18-Apr,Hebbal,2 BHK,Arcia S,1088,2,2,61.45
5248,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3,1,104
5249,Super built-up  Area,18-Jan,Kadugodi,2 BHK,Prclee ,1030,2,1,35.02
5250,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,,660,2,0,27
5251,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1700,3,1,95
5252,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,1100,5,2,121
5253,Super built-up  Area,18-Feb,Panathur,2 BHK,,1205,2,2,62.9
5254,Super built-up  Area,Ready To Move,Lottegolla Halli,3 BHK,,1950,3,2,90
5255,Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,,1080,2,1,62
5256,Built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2800,4,,140
5257,Super built-up  Area,19-Jan,Mailasandra,2 BHK,Hanar I,999,2,1,43.66
5258,Plot  Area,Ready To Move,Basvasamithi Layout Vidyaranyapura,4 Bedroom,,900,4,3,175
5259,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1300,2,1,89.76
5260,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1265,2,1,78
5261,Built-up  Area,Ready To Move,Attibele,2 BHK,,1200,2,2,42
5262,Super built-up  Area,18-Mar,Bhoganhalli,4 BHK,Rosha I,1974,4,0,106
5263,Super built-up  Area,Ready To Move,Chelekare,2 BHK,Goezell,1180,2,2,40
5264,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,1350,2,3,63
5265,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,DiamiSa,1560,2,2,65
5266,Plot  Area,Ready To Move,8th Block Jayanagar,2 Bedroom,,2800,2,0,650
5267,Super built-up  Area,18-Aug,Hosakerehalli,2 BHK,Maunt M,1085,2,1,41.23
5268,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,J axyGa,1300,2,2,75
5269,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600,3,2,56
5270,Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,,1127,2,2,55
5271,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,795,2,2,32
5272,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1850,3,2,88
5273,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1020,2,1,29.45
5274,Built-up  Area,Ready To Move,Doopanahalli,3 BHK,KroneMo,1475,2,1,200
5275,Plot  Area,Ready To Move,Baba Nagar,3 Bedroom,,1200,3,3,96.25
5276,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2,1,47
5277,Super built-up  Area,19-Nov,Kaikondrahalli,2 BHK,,849,2,1,25.4
5278,Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1706,3,2,135
5279,Super built-up  Area,19-Dec,Yelahanka,4 BHK,LedorSa,2100,4,1,180
5280,Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,,1250,2,2,65
5281,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1260,3,3,63.58
5282,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1265,2,1,65
5283,Super built-up  Area,17-Nov,Abbigere,3 BHK,AdhriPa,1260,2,1,45
5284,Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1045,2,1,58
5285,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,,3895,4,2,495
5286,Super built-up  Area,18-May, Rachenahalli,1 RK,AsNowre,385 - 440,1,0,19.8
5287,Super built-up  Area,17-Jun,Bellandur,2 BHK,,1100,2,3,62
5288,Super built-up  Area,19-Sep,Kudlu Gate,2 BHK,Srods P,1113,2,1,50
5289,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4,3,208
5290,Built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2,1,60
5291,Super built-up  Area,Ready To Move,Kogilu,1 BHK,,700,1,1,30.84
5292,Super built-up  Area,18-May,Kanakpura Road,2 BHK,NellsKo,1155,2,1,55.5
5293,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1132,2,1,89
5294,Super built-up  Area,18-Jan,Hennur Road,2 BHK,Asadacy,1359,2,2,104
5295,Super built-up  Area,Ready To Move,Byatarayanapura,4 BHK,Reeroce,2631,3,,200
5296,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1145,2,2,56
5297,Built-up  Area,Ready To Move,5th Phase JP Nagar,1 BHK,Shenshi,600,1,1,30
5298,Plot  Area,Ready To Move,Laggere,1 Bedroom,,1200,1,1,125
5299,Built-up  Area,Ready To Move,Mahalakshmi Puram,2 BHK,,830,2,1,60
5300,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1009,2,2,56
5301,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Soarkig,1800,3,2,195
5302,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Niareum,1226,2,2,52.71
5303,Super built-up  Area,Ready To Move,Badrappa Layout,2 BHK,,1500,2,2,88
5304,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1363,2,1,79
5305,Built-up  Area,Ready To Move,Poorna Pragna Layout,3 Bedroom,,1400,2,1,240
5306,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2,1,33.64
5307,Built-up  Area,Ready To Move,HSR Layout,4 Bedroom,Rocid P,2792,4,1,220
5308,Built-up  Area,Ready To Move,Kammanahalli,1 Bedroom,,700,1,0,59
5309,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,May 2ge,1060,2,2,42
5310,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Vantsra,1200,2,1,67
5311,Built-up  Area,18-Dec,"Off Sarjapur Road, ",3 BHK,,1518,3,2,76
5312,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1495,2,2,75
5313,Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,1575,2,2,90
5314,Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2,2,170
5315,Super built-up  Area,18-Dec,Kasavanhalli,3 BHK,Goaysn ,1545,3,1,69
5316,Built-up  Area,Ready To Move,Kengeri,3 BHK,Akdorli,1470,3,3,50
5317,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3,3,95
5318,Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1450,2,2,81
5319,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,,1179,2,1,49
5320,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1650,3,2,110
5321,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Arhid O,1095,2,2,32
5322,Built-up  Area,18-Jan,Lal Bahadur Shastri Nagar,2 BHK,,856,2,1,48
5323,Super built-up  Area,Ready To Move,Naganathapura,2 BHK,Malmsri,1143,2,1,62
5324,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2,1,97.8
5325,Built-up  Area,Ready To Move,Anjanapura,3 BHK,ACopsva,1280,2,2,45
5326,Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,,480,1,1,60
5327,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2,1,69.06
5328,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,2493,3,,115
5329,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,PantsAp,1290,2,1,120
5330,Plot  Area,Ready To Move,Banjara Layout,5 Bedroom,,1200,5,2,96
5331,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Elodsre,1156,2,2,42
5332,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1230,2,2,44
5333,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1070,2,2,33.15
5334,Plot  Area,Immediate Possession,Devanahalli,,Emngs S,2100 - 5405,,,177.115
5335,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1235,2,1,49.3
5336,Built-up  Area,Ready To Move,6th block Koramangala,2 BHK,Krone S,1117,2,1,110
5337,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3,2,124
5338,Plot  Area,Ready To Move,Jalahalli,4 Bedroom,,1200,4,0,90
5339,Super built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,600,1,1,43
5340,Super built-up  Area,Ready To Move,KR Puram,3 BHK,DSise S,1930,2,2,57.9
5341,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2,1,75
5342,Built-up  Area,Ready To Move,KR Puram,3 BHK,ViionMa,1452,3,3,60
5343,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355,2,3,78
5344,Built-up  Area,Ready To Move,HMT Layout,4 Bedroom,,7500,4,,425
5345,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2145,3,3,190
5346,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Varlsa ,957,2,1,53
5347,Built-up  Area,Ready To Move,Shantiniketan Layout,2 BHK,Maest N,925,2,2,48
5348,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Grntsd ,1550,2,3,59
5349,Plot  Area,Ready To Move,Yelahanka New Town,4 Bedroom,,4000,2,1,899
5350,Plot  Area,20-Jul,Kanakpura Road,3 Bedroom,,2100,3,2,140
5351,Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2,1,61
5352,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3,2,83
5353,Super built-up  Area,Ready To Move,Baba Nagar,2 BHK,,1100,2,2,52
5354,Super built-up  Area,Ready To Move,Hormavu,3 BHK,ARureig,1385,2,2,69
5355,Super built-up  Area,Ready To Move,Hosa Road,1 BHK,Amelllu,760,1,1,24.9
5356,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Shitt S,1335,2,2,67
5357,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Kut 3or,910,2,1,45
5358,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,MGBay T,1610,2,2,55
5359,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2,1,75.76
5360,Plot  Area,Ready To Move,Kurubarahalli,3 Bedroom,,1200,3,0,70
5361,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1285,2,2,44.98
5362,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,,2100,3,,252
5363,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1679,3,,92.13
5364,Built-up  Area,Ready To Move,Puttappa Layout,4 Bedroom,,2675,4,2,290
5365,Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,,1016,2,1,45.9
5366,Built-up  Area,Ready To Move,Banashankari Stage II,4 Bedroom,,1500,2,0,650
5367,Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,,660,2,1,100
5368,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2448,3,2,400
5369,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2,2,35.11
5370,Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1,1,31
5371,Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1800,3,2,88
5372,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Vixirri,1255,2,3,77
5373,Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1040,2,2,50
5374,Super built-up  Area,Ready To Move,Kattigenahalli,2 BHK,Vehida ,1062,2,2,47
5375,Super built-up  Area,19-Dec,Varthur Road,2 BHK,Aseenh ,770 - 841,2,0,19.33
5376,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Nimesch,950,2,1,60
5377,Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2,1,73
5378,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,AdadeEs,1300,2,2,98
5379,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1390,2,2,65
5380,Super built-up  Area,19-Jul,Yelahanka,2 BHK,Goues A,1033,2,1,52.58
5381,Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1390,2,2,65.31
5382,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,,1020,2,1,52
5383,Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1,0,34.735
5384,Super built-up  Area,18-Oct,Whitefield,2 BHK,ARipsul,1140,2,2,45
5385,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,670,1,1,36.85
5386,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4,2,111
5387,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1136,2,1,48
5388,Built-up  Area,Ready To Move,Doddakannelli,3 BHK,Sueesti,1477,2,2,80
5389,Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1001,2,2,30
5390,Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1040,2,1,48.86
5391,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1060,2,1,48.5
5392,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1240,2,1,44.3
5393,Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,5,,450
5394,Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,,42000,8,3,175
5395,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1070,2,2,46
5396,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1253,2,1,65.8
5397,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Srmesun,1190,2,2,60
5398,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1312,2,2,55
5399,Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,750,2,0,40
5400,Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1615,3,2,115
5401,Built-up  Area,Ready To Move,Marathahalli,2 BHK,,1095,2,1,60
5402,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1745,3,3,100
5403,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2,2,52.5
5404,Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2080,4,2,440
5405,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2,1,44.6
5406,Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Sonumy ,1793,3,2,98
5407,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1100,1,2,45
5408,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Covelrs,1385,2,3,65
5409,Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1200,2,2,45
5410,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2017,2,2,125
5411,Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,400,1,1,10
5412,Super built-up  Area,18-Apr,Bellandur,3 BHK,,1400,2,2,44.81
5413,Super built-up  Area,Ready To Move,Bethel Nagar,2 BHK,Saaveir,960,2,1,33
5414,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2,1,47
5415,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Javasi ,1551,2,2,60
5416,Plot  Area,Ready To Move,BTM Layout,4 Bedroom,,600,4,2,122
5417,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2,1,67.4
5418,Built-up  Area,18-Apr,Whitefield,4 BHK,,3200,4,3,224
5419,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,SrncyRe,1060,2,1,48
5420,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1384,2,2,59
5421,Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2,1,23
5422,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1005,2,1,39.77
5423,Plot  Area,Ready To Move,Sarakki Nagar,3 Bedroom,,1200,3,2,128
5424,Built-up  Area,Ready To Move,Kirloskar Layout,3 BHK,,1400,3,2,35
5425,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,2400,3,3,88
5426,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1096,2,1,39
5427,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1180,1,0,50
5428,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1300,2,1,47
5429,Plot  Area,18-Apr,tc.palya,2 Bedroom,,1020,2,1,62
5430,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,2,0,35
5431,Super built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3563,6,1,310
5432,Super built-up  Area,Ready To Move,Konanakunte Cross,2 BHK,,1165,2,2,47
5433,Super built-up  Area,18-Mar,Bellandur,3 BHK,NiCodCa,1685,3,3,100
5434,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3,3,53.56
5435,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1210,2,1,83
5436,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,DSOakil,1030,1,2,25.75
5437,Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1100,2,2,43.5
5438,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3,2,77.68
5439,Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1482,3,2,86
5440,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1344,2,1,108
5441,Super built-up  Area,18-Jun,Kothannur,3 BHK,,1275,2,2,39.8
5442,Plot  Area,Ready To Move,Vidyaranyapura,3 Bedroom,,462,3,,38
5443,Super built-up  Area,Ready To Move,Omarbagh Layout,4 BHK,SNtua S,3300,5,3,318
5444,Super built-up  Area,Ready To Move,Panathur,2 BHK,,1210,2,2,85
5445,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1320,3,3,226
5446,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1532,3,2,98.13
5447,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1245,2,2,110
5448,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,MaentNa,1212,2,,50
5449,Super built-up  Area,18-Oct,Sarjapur  Road,2 BHK,,1230,2,1,65
5450,Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,,1000,5,2,180
5451,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3,2,159
5452,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2,1,65.4
5453,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1080,2,2,41
5454,Plot  Area,Ready To Move,Kannur,6 Bedroom,,3Cents,6,3,75
5455,Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1360,2,3,85
5456,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1260,2,2,47.88
5457,Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,1200,3,0,110
5458,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2,2,104
5459,Plot  Area,Ready To Move,anjananager magdi road,3 Bedroom,,1200,3,1,165
5460,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,950,2,1,39
5461,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1020,2,2,55
5462,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2,2,40.44
5463,Plot  Area,Ready To Move,Kodipalya,4 Bedroom,,1440,4,0,88
5464,Built-up  Area,Ready To Move,Huskur,6 BHK,,800,6,2,75
5465,Super built-up  Area,18-Sep,KR Puram,3 BHK,MCnexva,1310 - 1615,,,62.81
5466,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2,1,69
5467,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2,1,40.17
5468,Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3 BHK,GRvasth,2250,3,1,113
5469,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,S2kaaan,1178,2,2,40.43
5470,Super built-up  Area,Ready To Move,Ulsoor,4 BHK,Roale D,36000,4,2,450
5471,Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1,1,44.9
5472,Super built-up  Area,18-May,Madiwala,3 BHK,,1250,3,2,43
5473,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.12,2,2,55
5474,Super built-up  Area,Ready To Move,2nd Block Jayanagar,3 BHK,SaignSo,1718,3,3,223
5475,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srncyla,1010,2,1,35
5476,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2,1,41
5477,Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4,3,240
5478,Plot  Area,Ready To Move,Rayasandra,1 Bedroom,,540,1,1,16.5
5479,Super built-up  Area,18-May,Electronic City,2 BHK,,1020,2,2,29.46
5480,Super built-up  Area,18-Jun,Hosur Road,2 BHK,PuendWe,1194,2,1,71.64
5481,Plot  Area,Ready To Move,Vijayanagar,8 Bedroom,,1470,6,2,300
5482,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,,600,4,2,100
5483,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1108,2,1,67.15
5484,Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2,1,451
5485,Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2,1,34.99
5486,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3,3,68
5487,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1850,3,2,90
5488,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,LIandee,1250,2,2,33
5489,Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,600,1,1,43
5490,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2,1,49.27
5491,Super built-up  Area,Ready To Move,CQAL Layout,3 BHK,,1200,2,2,75
5492,Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,985,2,1,55
5493,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,982,2,2,55
5494,Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,NaensGa,600,1,0,20
5495,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,5,1,142
5496,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1314,2,2,68.8
5497,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1700,2,2,68.5
5498,Super built-up  Area,18-May,1st Phase JP Nagar,2 BHK,Inntsth,1077,2,2,93
5499,Built-up  Area,Ready To Move,Chandapura,4 Bedroom,MRowsea,1782 - 2000,,,66.165
5500,Super built-up  Area,Ready To Move,Varanasi,5 BHK,,2000,4,1,99
